gene_id,SEQ_ID,FEAT_TYPE,FUNCTION,DESCRIPTION,COMMENTS,ACCESSION,MAPLOC,gene,WT_1,WT_2,WT_3,512_1,512_2,512_3
b3872,TI83333S003727,CDS,putative transcriptional regulator,putative transcriptional repressor (GntR family); go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,4058470-4059180,b3872,8.256867634,8.514484327,8.122308906,8.589339187,8.133893985,8.584208213
b3873,TI83333S003728,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4059188-4060168,b3873,7.847996376,7.917078945,7.676154617,7.799736537,7.574726328,7.893557178
b3874,TI83333S003729,CDS,putative resistance protein (transport),putative transport protein (MFS family); go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,4060270-4061535,b3874,6.830610573,6.801172137,6.808252306,6.801090919,6.850329712,6.844145342
b3875,TI83333S003730,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4061626-4062318,b3875,8.063695128,8.055825322,7.991963397,8.08590794,8.132444445,8.084304442
b3876,TI83333S003731,CDS,putative permease,"revised start codon, based on EcoGene 17; putative transport protein (GPH family); go_component: inner membrane [goid 0019866]","Escherichia coli K12, complete genome.",NC_000913,4062386-4063789,b3876,7.181068389,7.080000761,7.173898245,7.17772573,7.205434582,7.143187142
b3877,TI83333S003732,CDS,putative permease,putative transport protein (GPH family); go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,4063832-4065238,b3877,7.603401362,7.518576393,7.451374072,7.605935711,7.673783729,7.602428311
b3878,TI83333S003733,CDS,putative alpha-xylosidase,putative glycosidase,"Escherichia coli K12, complete genome.",NC_000913,4065263-4067299,b3878,8.273714745,8.284551585,8.238435356,8.305947606,8.358524289,8.441461846
b3879,TI83333S003734,CDS,putative aldose-1-epimerase,,"Escherichia coli K12, complete genome.",NC_000913,4067498-4068424,b3879,6.871047556,6.840053232,6.864710671,6.849591232,6.856656601,6.92477453
b3880,TI83333S003735,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,4068538-4069794,b3880,9.799585272,9.705240276,9.683651427,9.658200669,9.765968118,9.791567104
b3881,TI83333S003736,CDS,putative aldolase,,"Escherichia coli K12, complete genome.",NC_000913,4069796-4070674,b3881,7.741371884,8.004406806,7.920592974,7.750904032,7.725612384,7.799789096
b3882,TI83333S003737,CDS,putative dehydrogenase,putative oxidoreductase,"Escherichia coli K12, complete genome.",NC_000913,4070698-4071594,b3882,7.520397525,7.547219938,7.540439103,7.455016042,7.520271564,7.574516353
b3883,TI83333S003738,CDS,putative kinase,EcoGene suggests alternate start codon; putative sugar kinase,"Escherichia coli K12, complete genome.",NC_000913,4071756-4072658,b3883,11.17576907,10.91620092,11.12053101,11.12854586,11.27604632,11.29049718
b3884,TI83333S003739,CDS,putative DEOR-type transcriptional regulator,EcoGene suggests alternate start codon; putative glycerol-3-phosphate regulon repressor (DeoR family); go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,4072668-4073477,b3884,11.64259072,11.508362,11.80981411,11.53992305,11.57038003,11.83453484
b3885,TI83333S003740,CDS,phosphatase,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,4073555-4074175,b3885,12.47165213,12.4610498,12.92448077,12.1185291,12.46431047,12.69642161
b3886,TI83333S003741,CDS,ribonuclease BN,RNase BN; required for 3' maturation of certain phage T4-encoded tRNAs; forms a dimer; specific for immature tRNA substrates containing incorrect residues within the universal CCA sequence; 3' to 5' exoribonuclease; go_component: cytoplasm [goid 0005737]; go_process: RNA modification [goid 0009451],"Escherichia coli K12, complete genome.",NC_000913,4074169-4075041,b3886,11.09572906,11.25163341,11.34564361,10.58463137,10.70384977,10.73274872
b3887,TI83333S003742,CDS,D-tyrosyl-tRNA deacylase,Hydrolyzes D-tyrosyl-tRNA(Tyr) into D-tyrosine and free tRNA(Tyr). Could be a defense mechanism against a harmful effect of D-tyrosine; go_component: cytoplasm [goid 0005737]; go_process: RNA modification [goid 0009451]; go_process: xenobiotic metabolism [goid 0006805],"Escherichia coli K12, complete genome.",NC_000913,4075038-4075475,b3887,13.41907244,13.25637467,13.33184169,12.51753712,12.77377145,12.56711533
b3888,TI83333S003743,CDS,putative acetyltransferase,putative acyltransferase,"Escherichia coli K12, complete genome.",NC_000913,4075472-4076461,b3888,13.60187802,13.51889011,13.60060986,12.95689884,13.17027308,12.9381298
b3889,TI83333S003744,CDS,unknown CDS,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,4077287-4077532,b3889,10.06198736,9.864346672,9.955752739,10.06711473,10.11871411,10.2108654
b3890,TI83333S003745,CDS,unknown CDS,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,4077750-4077992,b3890,9.983258535,9.842498984,10.07060526,9.56807764,9.560192656,9.692308098
b3891,TI83333S003746,CDS,formate dehydrogenase accessory protein FdhE,required for the formation of active formate dehydrogenase; go_process: anaerobic respiration [goid 0009061]; go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,4078322-4079251,b3891,12.09669292,12.27489076,12.32176061,11.92247974,11.9369992,12.21191132
b3892,TI83333S003747,CDS,"formate dehydrogenase, cytochrome B556 (FDO) subunit","formate dehydrogenase-O, cytochrome B556 (FDO) subunit; go_component: inner membrane [goid 0019866]; go_function: electron donor activity [goid 0009053]; go_process: anaerobic respiration [goid 0009061]; go_process: cytochrome biogenesis [goid 0017004]","Escherichia coli K12, complete genome.",NC_000913,4079248-4079883,b3892,10.27148432,10.46724405,10.57977724,10.35784219,10.24808339,10.49948269
b3893,TI83333S003748,CDS,"formate dehydrogenase-O, Fe-S subunit","formate dehydrogenase-O, iron-sulfur subunit; go_component: inner membrane [goid 0019866]; go_function: electron donor activity [goid 0009053]; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,4079880-4080782,b3893,10.51320884,10.73378381,10.68428615,10.69627286,10.65441022,10.69305794
b3894,TI83333S003749,CDS,"formate dehydrogenase-O, major subunit",go_component: cytoplasm [goid 0005737]; go_function: electron donor activity [goid 0009053]; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,4080795-4083845,b3894,11.24489108,11.71987222,11.3214711,11.50644121,11.12235601,11.35066204
b3895,TI83333S003750,CDS,formate dehydrogenase accessory protein,involved in the production or activity of formate dehydrogenase-H which is active when nitrate is not present during anaerobic growth; go_component: cytoplasm [goid 0005737]; go_process: anaerobic respiration [goid 0009061]; go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,4084039-4084872,b3895,11.99664405,12.0329756,11.9023868,11.71921064,11.58596168,11.62450921
b3896,TI83333S003751,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4085025-4086080,b3896,7.435138699,7.310480258,7.320808752,7.431044543,7.423804156,7.423953789
b3897,TI83333S003752,CDS,putative frv operon regulatory protein,putative transcriptional repressor of sugar phosphotransferase system; go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,4086130-4087878,b3897,8.034662509,7.988972933,7.956186999,8.023033925,8.007947274,7.98743031
b3898,TI83333S003753,CDS,frv operon protein,"putative endo-1,4-beta-glucanase in frv locus; go_process: polysaccharide catabolism [goid 0000272]","Escherichia coli K12, complete genome.",NC_000913,4087878-4088948,b3898,8.087445555,8.08251707,8.186700292,7.947556951,8.039400966,7.986225125
b3899,TI83333S003754,CDS,"PTS family enzyme IIBC, fructose-specific","EcoGene suggests alternate start codon; PTS system, fructose-like enzyme IIBC component","Escherichia coli K12, complete genome.",NC_000913,4088938-4090395,b3899,9.158363586,8.99776386,9.01553623,9.129537173,9.216343893,9.246466804
b3900,TI83333S003755,CDS,"PTS family enzyme IIA, fructose-specific","PTS system, fructose-specific IIA component; go_process: carbohydrate catabolism [goid 0016052]","Escherichia coli K12, complete genome.",NC_000913,4090400-4090846,b3900,6.520105329,6.53359674,6.552119794,6.54157335,6.60490866,6.52406659
b3901,TI83333S003756,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4091147-4091461,b3901,7.900112166,7.726778416,7.777822185,7.836283423,7.901058292,7.865706316
b3902,TI83333S003757,CDS,rhamnulose-1-phosphate aldolase,go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,4091471-4092295,b3902,9.859327992,9.788984253,9.745370491,9.796730078,9.908010507,9.908219289
b3903,TI83333S003758,CDS,L-rhamnose isomerase,catalyzes the formation of L-rhamnulose from L-rhamnose; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,4092746-4094005,b3903,8.001602873,7.919181151,7.979317185,7.994906732,8.00018823,8.087980499
b3904,TI83333S003759,CDS,rhamnulokinase,go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,4094002-4095471,b3904,7.981209685,8.001725256,7.927824009,8.018646087,8.041834732,8.12372348
b3905,TI83333S003760,CDS,positive regulator for rhaBAD operon,transcriptional regulator (positive) of L-rhamnose catabolism (AraC/XylS family); go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_process: carbohydrate catabolism [goid 0016052]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,4095759-4096595,b3905,8.08725566,8.105644679,8.092357445,8.137745576,8.163376554,8.176602842
b3906,TI83333S003761,CDS,positive regulator for rhaRS operon,transcriptional regulator (positive) of L-rhamnose catabolism (AraC/XylS familiy); go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_process: carbohydrate catabolism [goid 0016052]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,4096579-4097517,b3906,8.922450649,8.895631432,8.800519501,8.884853069,8.925447525,8.856765211
b3907,TI83333S003762,CDS,L-rhamnose:H+ symporter (DMT superfamily),rhamnose transport; go_component: inner membrane [goid 0019866]; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,4097514-4098548,b3907,11.89870605,11.68983376,11.71464743,11.81902425,11.79149053,11.85981428
b3908,TI83333S003763,CDS,"superoxide dismutase, manganese",go_component: cytoplasm [goid 0005737]; go_process: xenobiotic metabolism [goid 0006805],"Escherichia coli K12, complete genome.",NC_000913,4098833-4099453,b3908,17.23692906,17.01315034,17.14353624,16.45694428,16.67674387,16.29932362
b3909,TI83333S003764,CDS,2-keto-3-deoxygluconate permease,transports degraded pectin products into the bacterial cell; go_component: inner membrane [goid 0019866]; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,4099704-4100696,b3909,9.656801425,9.434711562,9.592827109,9.587647167,9.605839634,9.62896771
b3910,TI83333S003765,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,4100815-4101519,b3910,13.2444814,13.02823594,13.57465574,12.99632337,13.14973208,13.26461817
b3911,TI83333S003766,CDS,two-component sensor protein,part of two-component CpxA/CpxR system; senses envelope stress; upregulates a number of periplasmic folding and trafficking factors; go_component: inner membrane [goid 0019866]; go_process: protein modification [goid 0006464]; go_process: xenobiotic metabolism [goid 0006805],"Escherichia coli K12, complete genome.",NC_000913,4101625-4102998,b3911,14.22895754,14.14974819,14.10801518,13.82938852,13.84780402,13.74960322
b3912,TI83333S003767,CDS,"response regulator in two-component regulatory system with CpxA, regulates expression of stress-related genes (OmpR family)",transcriptional regulator in 2-component system; go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_process: transcription [goid 0006350]; go_process: xenobiotic metabolism [goid 0006805],"Escherichia coli K12, complete genome.",NC_000913,4102995-4103693,b3912,14.42257981,14.31168526,14.53676301,14.04418422,14.14053461,14.20861532
b4484,TI83333S003768,CDS,periplasmic repressor of cpx regulon by interaction with CpxA,go_component: cytoplasm [goid 0005737]; go_component: periplasmic space [goid 0042597]; go_process: transcription [goid 0006350]; go_process: xenobiotic metabolism [goid 0006805],"Escherichia coli K12, complete genome.",NC_000913,4103843-4104343,b4484,12.04233549,12.04964793,11.8513345,11.65260686,11.8833611,11.88992847
b3915,TI83333S003769,CDS,ferrous iron efflux protein F,"member of cation diffusion facilitator family; membrane-bound; indcued by both zinc and iron, but does not induce resistance to zinc; can transport zinc(II) in a proton-dependent manner; instead this protein induces iron resistance; forms dimers; go_component: inner membrane [goid 0019866]","Escherichia coli K12, complete genome.",NC_000913,4104492-4105394,b3915,13.49284516,13.32162625,13.67135609,13.21084267,13.35704473,13.44638353
b3916,TI83333S003770,CDS,6-phosphofructokinase,"catalyzes the formation of D-fructose 1,6-bisphosphate from D-fructose 6-phosphate in glycolysis; go_component: cytoplasm [goid 0005737]; go_process: carbohydrate catabolism [goid 0016052]","Escherichia coli K12, complete genome.",NC_000913,4105575-4106537,b3916,14.5927768,14.3684979,15.10387182,14.70306392,14.97741361,15.4074269
b3917,TI83333S003771,CDS,periplasmic sulfate-binding protein,"sulfate transport protein (ABC superfamily, peri_bind); go_component: periplasmic space [goid 0042597]; go_process: sulfur metabolism [goid 0006790]","Escherichia coli K12, complete genome.",NC_000913,4106857-4107846,b3917,12.77398282,13.07031843,13.03153034,12.82831832,12.22943513,12.82601749
b3918,TI83333S003772,CDS,CDP-diacylglycerol pyrophosphatase,,"Escherichia coli K12, complete genome.",NC_000913,4107953-4108708,b3918,9.73761605,9.951624073,9.83085826,9.521817696,9.430469149,9.353517747
b3919,TI83333S003773,CDS,triosephosphate isomerase,"In the reaction catalyzed by triosephosphate isomerase, the three carbon ketone sugar dihydroxyacetone phosphate is rearranged (i.e. isomerized) to the three carbon aldehyde sugar, glyceraldehyde-3-phosphate. Under intracellular conditions, the reaction is; go_process: glycolysis [goid 0006096]","Escherichia coli K12, complete genome.",NC_000913,4108763-4109530,b3919,16.32889889,16.02476785,16.29990439,15.83918422,16.0574964,15.96391377
