gene_id,SEQ_ID,FEAT_TYPE,FUNCTION,DESCRIPTION,COMMENTS,ACCESSION,MAPLOC,gene,WT_1,WT_2,WT_3,WT_amox_1,WT_amox_2,WT_amox_3
b3423,TI83333S003300,CDS,repressor of the glp operon,transcriptional repressor for the dissimilation of sn-glycerol 3-phosphate (DeoR family); go_component: cytoplasm [goid 0005737]; go_function: transcriptional repressor activity [goid 0016564]; go_process: anaerobic respiration [goid 0009061]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,3557870-3558628,b3423,11.89568961,12.1337143,11.74209501,11.62214867,12.36630081,12.17207882
b3424,TI83333S003301,CDS,protein of glp regulon,"putative membrane protein, member of glp regulon","Escherichia coli K12, complete genome.",NC_000913,3558645-3559475,b3424,11.45585901,11.76504408,11.39317808,11.28039212,11.93144372,11.75620955
b3425,TI83333S003302,CDS,thiosulfate sulfurtransferase,catalyzes the formation of thiocyanate from thiosylfate and cyanide; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,3559520-3559846,b3425,11.15984422,11.52204034,10.80935741,10.75030874,11.85185301,11.55155396
b3426,TI83333S003303,CDS,sn-glycerol-3-phosphate dehydrogenase (aerobic),sn-glycerol-3-phosphate dehydrogenase FAD/NAD(P)-binding (aerobic); go_component: cytoplasm [goid 0005737]; go_function: electron donor activity [goid 0009053]; go_process: aerobic respiration [goid 0009060]; go_process: glycerol metabolism [goid 0006071],"Escherichia coli K12, complete genome.",NC_000913,3560036-3561541,b3426,10.4376124,10.44039786,10.13493681,10.25524802,10.43819499,10.43575467
b3427,TI83333S003304,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3561747-3562040,b3427,10.29324081,10.37831408,10.46297354,10.33228416,10.58402158,10.41975909
b3428,TI83333S003305,CDS,glycogen phosphorylase,go_component: cytoplasm [goid 0005737]; go_process: carbohydrate catabolism [goid 0016052]; go_process: polysaccharide biosynthesis [goid 0000271],"Escherichia coli K12, complete genome.",NC_000913,3562157-3564604,b3428,13.32694459,13.54137313,13.37843094,13.33299437,13.3416554,13.42883053
b3429,TI83333S003306,CDS,glycogen synthase,"catalyzes the formation of alpha-1,4-glucan chains from ADP-glucose; go_component: cytoplasm [goid 0005737]; go_process: polysaccharide biosynthesis [goid 0000271]","Escherichia coli K12, complete genome.",NC_000913,3564623-3566056,b3429,13.35507982,13.71377242,13.57664719,13.56993516,13.54398639,13.63569477
b3430,TI83333S003307,CDS,glucose-1-phosphate adenylyltransferase,catalyzes the formation of ADP-glucose and diphosphate from ATP and alpha-D-glucose 1-phosphate; go_component: cytoplasm [goid 0005737]; go_process: polysaccharide biosynthesis [goid 0000271],"Escherichia coli K12, complete genome.",NC_000913,3566056-3567351,b3430,13.77746002,13.9556317,14.03855622,14.04886353,13.84902837,13.94682935
b3431,TI83333S003308,CDS,glycogen debranching enzyme,catalyzes the hydrolysis of the alpha-1.6-glucosidic linkages in partially depolymerized glycogen; go_component: cytoplasm [goid 0005737]; go_process: carbohydrate catabolism [goid 0016052]; go_process: polysaccharide biosynthesis [goid 0000271],"Escherichia coli K12, complete genome.",NC_000913,3567369-3569342,b3431,13.33371776,13.80400788,13.67911678,13.8081713,13.59457663,13.76740929
b3432,TI83333S003309,CDS,glycogen branching enzyme,"catalyzes the transfer of a segment of a 1,4-alpha-D-glucan chain to a primary hydroxy group in a similar glucan chain; go_component: cytoplasm [goid 0005737]; go_process: polysaccharide biosynthesis [goid 0000271]","Escherichia coli K12, complete genome.",NC_000913,3569339-3571525,b3432,14.02987549,14.38163693,14.35607936,14.41675868,14.28221048,14.32605876
b3433,TI83333S003310,CDS,aspartate-semialdehyde dehydrogenase,catalyzes the formation of aspartate semialdehyde from aspartyl phosphate; go_process: lysine biosynthesis via diaminopimelate [goid 0009089]; go_process: threonine biosynthesis [goid 0009088]; go_process: methionine biosynthesis [goid 0009086]; go_process: homoserine biosynthesis [goid 0009090],"Escherichia coli K12, complete genome.",NC_000913,3571798-3572901,b3433,15.83135818,15.8496733,15.85062339,15.93538326,15.78097803,15.85612811
b3434,TI83333S003311,CDS,putative integral membrane protein,,"Escherichia coli K12, complete genome.",NC_000913,3573094-3573687,b3434,11.52849806,11.47787715,11.510535,11.38604737,11.56235251,11.57392227
b4476,TI83333S003312,CDS,"split gene, low-affinity gluconate transport permease protein in GNT I system",go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,3573744-3575084,b4476,9.482764569,9.384673197,9.403649905,9.393676566,9.483028729,9.849752768
b3437,TI83333S003313,CDS,"gluconate kinase 2 in GNT I system, thermoresistant","EcoGene suggests alternate start codon; gluconokinase 2, thermoresistant; go_process: glucose metabolism [goid 0006006]","Escherichia coli K12, complete genome.",NC_000913,3575088-3575576,b3437,9.715862847,9.654602557,9.793225094,9.611384469,9.681583207,10.30213407
b3438,TI83333S003314,CDS,regulator of gluconate (gnt) operon,transcriptional repressor for gluconate utilization (GalR/LacI familiy); go_component: cytoplasm [goid 0005737]; go_function: transcriptional repressor activity [goid 0016564]; go_process: Entner-Doudoroff pathway [goid 0009255]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,3575754-3576749,b3438,12.97446823,12.74886606,13.05907142,12.96606724,12.69655363,12.74741011
b3439,TI83333S003315,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3576973-3577668,b3439,10.95455418,11.05910085,11.14159789,10.99902573,10.89342837,10.91803934
b3440,TI83333S003316,CDS,putative NAD(P)-binding dehydrogenase,putative regulator,"Escherichia coli K12, complete genome.",NC_000913,3577791-3578828,b3440,12.92532736,12.90231365,13.04130303,12.92267328,12.80048927,12.79350198
b3441,TI83333S003317,CDS,putative acyltransferase,,"Escherichia coli K12, complete genome.",NC_000913,3579161-3579649,b3441,11.52240449,11.42114832,11.76187569,11.69177203,11.10481753,11.32825985
b3442,TI83333S003318,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3579886-3581064,b3442,10.81254469,10.62767617,10.66014442,10.76376769,10.6966315,10.77104307
b3443,TI83333S003319,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3581061-3581477,b3443,6.228863176,6.178871807,6.213991528,6.206607422,6.20809184,6.210300308
b3444,TI83333S003320,CDS,IS1 protein InsA,,"Escherichia coli K12, complete genome.",NC_000913,3581506-3581781,b3444,12.83594963,12.82619619,12.98076834,12.97723816,12.79351587,12.76330706
b3445,TI83333S003321,CDS,IS1 protein InsB,,"Escherichia coli K12, complete genome.",NC_000913,3581700-3582203,b3445,12.43226549,12.24975582,12.31603044,12.43782249,12.28591125,12.38880526
b3446,TI83333S003322,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,3582782-3583066,b3446,9.340664955,9.324610695,9.329938773,9.099474279,9.190396687,8.978761284
b3447,TI83333S003323,CDS,gamma-glutamyltranspeptidase,,"Escherichia coli K12, complete genome.",NC_000913,3583104-3584846,b3447,11.51326628,11.31696933,11.4209734,11.25311181,11.29939608,11.14692329
b3448,TI83333S003324,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3584966-3585406,b3448,11.8344926,11.43316126,12.14473508,12.0177806,11.25978124,11.34034083
b3449,TI83333S003325,CDS,cytoplasmic glycerophosphodiester phosphodiesterase,hydrolyzes diesters during transport at the inner face of the cytoplasmic membrane to glycerol-3-phosphate and alcohol; induced when cells are starved for inorganic phosphate; go_component: cytoplasm [goid 0005737]; go_process: glycerol metabolism [goid 0006071],"Escherichia coli K12, complete genome.",NC_000913,3585393-3586136,b3449,11.31796352,11.24409568,11.42760628,11.22864737,11.47480094,11.43360111
b3450,TI83333S003326,CDS,ATP-binding component of sn-glycerol 3-phosphate transport system,"EcoGene suggests alternate start codon; sn-glycerol 3-phosphate transport protein (ABC superfamily, atp_bind); go_component: cytoplasm [goid 0005737]; go_process: aerobic respiration [goid 0009060]; go_process: anaerobic respiration [goid 0009061]; go_process: glycerol metabolism [goid 0006071]; go_process: phospholipid biosynthesis [goid 0008654]","Escherichia coli K12, complete genome.",NC_000913,3586133-3587242,b3450,11.78480393,11.90919161,11.78394281,11.7141896,11.917592,11.94452244
b3451,TI83333S003327,CDS,"sn-glycerol 3-phosphate transport protein (ABC superfamily, membrane)","sn-glycerol 3-phosphate transport system, integral membrane protein; go_component: inner membrane [goid 0019866]; go_process: aerobic respiration [goid 0009060]; go_process: anaerobic respiration [goid 0009061]; go_process: glycerol metabolism [goid 0006071]; go_process: phospholipid biosynthesis [goid 0008654]","Escherichia coli K12, complete genome.",NC_000913,3587205-3588050,b3451,10.90714219,11.06959911,10.60711335,10.4836529,11.03552503,10.94722272
b3452,TI83333S003328,CDS,"sn-glycerol 3-phosphate transport protein (ABC superfamily, membrane)","sn-glycerol 3-phosphate transport system, integral membrane protein; go_component: inner membrane [goid 0019866]; go_process: aerobic respiration [goid 0009060]; go_process: anaerobic respiration [goid 0009061]; go_process: glycerol metabolism [goid 0006071]; go_process: phospholipid biosynthesis [goid 0008654]","Escherichia coli K12, complete genome.",NC_000913,3588047-3588934,b3452,7.165926887,7.524042917,6.974008273,7.041068382,7.672270165,7.51181288
b3453,TI83333S003329,CDS,"sn-glycerol 3-phosphate transport protein (ABC superfamily, peri_bind)",sn-glycerol 3-phosphate transport system; periplasmic binding protein; go_component: periplasmic space [goid 0042597]; go_process: aerobic respiration [goid 0009060]; go_process: anaerobic respiration [goid 0009061]; go_process: glycerol metabolism [goid 0006071]; go_process: phospholipid biosynthesis [goid 0008654],"Escherichia coli K12, complete genome.",NC_000913,3589032-3590348,b3453,10.29584458,10.57522837,10.13486151,10.1789343,10.81530185,10.6647514
b3454,TI83333S003330,CDS,ATP-binding component of leucine transport,"EcoGene suggests alternate start codon; high-affinity branched-chain amino acid transport protein (ABC superfamily, atp_bind); go_component: cytoplasm [goid 0005737]; go_process: amino acid catabolism [goid 0009063]; go_process: leucine biosynthesis [goid 0009098]","Escherichia coli K12, complete genome.",NC_000913,3590747-3591472,b3454,14.5350811,14.45187188,14.49782537,14.50793923,14.45708539,14.52125594
b3455,TI83333S003331,CDS,ATP-binding component of high-affinity branched-chain amino acid transport system,"high-affinity branched-chain amino acid transport protein (ABC superfamily, atp_bind); go_component: cytoplasm [goid 0005737]; go_process: amino acid catabolism [goid 0009063]; go_process: leucine biosynthesis [goid 0009098]","Escherichia coli K12, complete genome.",NC_000913,3591462-3592229,b3455,13.90077864,13.88846812,13.8123355,13.84243951,13.88753527,14.02331259
b3456,TI83333S003332,CDS,high-affinity branched-chain amino acid transport,"high-affinity branched-chain amino acid transport protein (ABC superfamily, membrane); go_component: inner membrane [goid 0019866]; go_process: leucine biosynthesis [goid 0009098]","Escherichia coli K12, complete genome.",NC_000913,3592226-3593503,b3456,13.39905711,13.53099396,13.36207458,13.24944654,13.45008861,13.58450583
b3457,TI83333S003333,CDS,"high-affinity branched-chain amino acid transport protein (ABC superfamily, membrane)",high-affinity branched-chain amino acid transport system; membrane component; go_component: inner membrane [goid 0019866]; go_process: leucine biosynthesis [goid 0009098],"Escherichia coli K12, complete genome.",NC_000913,3593500-3594426,b3457,12.92380015,13.05549757,12.95072234,12.80362967,12.9007064,13.01228954
b3458,TI83333S003334,CDS,"high-affinity branched-chain amino acid transport protein (ABC superfamily, peri_bind)",high-affinity leucine-specific transport system; periplasmic binding protein; go_component: periplasmic space [goid 0042597]; go_process: leucine biosynthesis [goid 0009098],"Escherichia coli K12, complete genome.",NC_000913,3594474-3595583,b3458,14.61321109,14.58829978,14.48199545,14.56438404,14.29214113,14.43543515
b3459,TI83333S003335,CDS,putative acyltransferase,,"Escherichia coli K12, complete genome.",NC_000913,3596007-3596390,b3459,11.27975887,11.14457435,11.42243526,11.38018438,11.07645392,11.18573273
b3460,TI83333S003336,CDS,"high-affinity branched-chain amino acid transport protein (ABC superfamily, peri_bind)","revised start codon, based on EcoGene 17; go_component: periplasmic space [goid 0042597]; go_process: leucine biosynthesis [goid 0009098]","Escherichia coli K12, complete genome.",NC_000913,3596578-3597681,b3460,16.26501823,16.16562305,16.10748417,16.21032413,16.11454659,16.08610941
b3461,TI83333S003337,CDS,RNA polymerase sigma factor,Binds with the catalytic core of RNA polymerase to produce the holoenzyme; go_component: cytoplasm [goid 0005737]; go_process: transcription [goid 0006350]; go_process: response to temperature [goid 0009266],"Escherichia coli K12, complete genome.",NC_000913,3597952-3598806,b3461,13.56128263,13.40742874,13.68783334,13.5417069,13.44632564,13.41395522
b3462,TI83333S003338,CDS,cell division membrane protein,integral membrane cell division protein; go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,3599051-3600109,b3462,12.36920645,12.31217686,12.26689807,12.13724197,12.35231628,12.1798901
b3463,TI83333S003339,CDS,ATP-binding component of a membrane-associated complex involved in cell division,"putative transport protein (ABC superfamily, atp_bind); go_component: cytoplasm [goid 0005737]","Escherichia coli K12, complete genome.",NC_000913,3600102-3600770,b3463,13.81467448,13.71588551,13.79090022,13.75604137,13.67971602,13.70743336
b3464,TI83333S003340,CDS,cell division membrane protein,cell division protein: membrane binding (N-terminal); GTPase domain (C-terminal); go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,3600773-3602266,b3464,13.71985031,13.58216486,13.593168,13.698836,13.56692819,13.52165281
b3465,TI83333S003341,CDS,putative methyltransferase,,"Escherichia coli K12, complete genome.",NC_000913,3602416-3603012,b3465,12.65637862,12.52946885,12.4201892,12.4004772,12.53214672,12.47345984
b3466,TI83333S003342,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3603002-3603271,b3466,11.09112578,11.06606449,11.02308156,10.8949809,11.1594868,10.98602214
b3467,TI83333S003343,CDS,putative receptor,,"Escherichia coli K12, complete genome.",NC_000913,3603274-3603633,b3467,11.32109124,11.22075745,11.42972955,11.08191126,11.07770175,10.8964386
