gene_id,SEQ_ID,FEAT_TYPE,FUNCTION,DESCRIPTION,COMMENTS,ACCESSION,MAPLOC,gene,WT_amox_1,WT_amox_2,WT_amox_3,512_amox_1,512_amox_2,512_amox_3
b3960,TI83333S003813,CDS,argininosuccinate lyase,catalyzes the formation of arginine from (N-L-arginino)succinate; go_component: cytoplasm [goid 0005737]; go_process: arginine biosynthesis [goid 0006526],"Escherichia coli K12, complete genome.",NC_000913,4154873-4156246,b3960,13.88709337,14.11184696,14.06765766,13.94950746,13.96025249,13.9456145
b3961,TI83333S003814,CDS,"activator, hydrogen peroxide-inducible genes","transcriptional regulator of oxidative stress, regulates intracellular hydrogen peroxide (LysR family); go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350]","Escherichia coli K12, complete genome.",NC_000913,4156513-4157430,b3961,13.36523141,13.2623182,13.27224398,13.66163666,13.56214523,13.59365805
b3962,TI83333S003815,CDS,soluble pyridine nucleotide transhydrogenase,catalyzes the conversionof NADPH to NADH; go_component: cytoplasm [goid 0005737]; go_process: nucleotide-sugar biosynthesis [goid 0009226],"Escherichia coli K12, complete genome.",NC_000913,4157413-4158747,b3962,13.50959051,14.43811516,14.57471645,13.17803897,13.30273335,12.89081038
b3963,TI83333S003816,CDS,putative regulator (TetR/AcrR family),EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,4159090-4159794,b3963,13.84804556,13.94943122,13.8059604,13.78058534,13.64702223,13.6461394
b3964,TI83333S003817,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4159794-4160153,b3964,12.50420171,12.56411034,12.42464442,12.57038093,12.56484518,12.4832334
b3965,TI83333S003818,CDS,tRNA (uracil-5-)-methyltransferase,Catalyzes the formation of 5-methyl-uridine at position 54 in all tRNAs; go_component: cytoplasm [goid 0005737]; go_process: RNA modification [goid 0009451],"Escherichia coli K12, complete genome.",NC_000913,4160193-4161293,b3965,11.15443783,11.89249409,11.7853137,11.01920858,11.00722124,10.873359
b3966,TI83333S003819,CDS,"outer membrane porin: vitamin B12/cobalamin transport, receptor for E colicins, bacteriophage BF23","outer membrane receptor for transport of vitamin B12, E colicins, and bacteriophage BF23; go_component: external outer membrane (sensu Gram-negative Bacteria) [goid 0009279]","Escherichia coli K12, complete genome.",NC_000913,4161662-4163506,b3966,12.30794425,12.60559133,12.64157876,11.94505172,12.11691277,11.68394799
b3967,TI83333S003820,CDS,glutamate racemase,converts L-glutamate to D-glutamate a component of peptidoglycan; go_process: peptidoglycan biosynthesis [goid 0009252],"Escherichia coli K12, complete genome.",NC_000913,4163439-4164308,b3967,13.38858835,13.32374077,13.4221869,13.17118924,13.13699924,13.15757243
b3972,TI83333S003821,CDS,UDP-N-acetylenolpyruvoylglucosamine reductase,catalyzes the reduction of UDP-N-acetylglucosamine enolpyruvate to form UDP-N-acetylmuramate in peptidoglycan biosynthesis; go_component: cytoplasm [goid 0005737]; go_process: peptidoglycan biosynthesis [goid 0009252],"Escherichia coli K12, complete genome.",NC_000913,4170080-4171108,b3972,12.17489873,12.17995529,12.06927965,12.11798532,12.09237617,12.11598298
b3973,TI83333S003822,CDS,biotin--protein ligase,"catalyzes the formation of biotinyl-5'-AMP, also acts as a transcriptional repressor of the biotin operon; go_component: cytoplasm [goid 0005737]; go_function: transcriptional repressor activity [goid 0016564]; go_process: biotin biosynthesis [goid 0009102]; go_process: transcription [goid 0006350]","Escherichia coli K12, complete genome.",NC_000913,4171105-4172070,b3973,11.21774239,11.44125213,11.36946456,11.091329,11.06044613,11.09839853
b3974,TI83333S003823,CDS,pantothenate kinase,catalyzes the formation of (R)-4'-phosphopantothenate in coenzyme A biosynthesis; go_process: coenzyme A biosynthesis [goid 0015937],"Escherichia coli K12, complete genome.",NC_000913,4172099-4173049,b3974,11.35929508,11.84102948,11.51712813,11.21665149,11.11814858,11.02093132
b3975,TI83333S003824,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,4173236-4173391,b3975,8.894691673,8.859668406,8.90564022,9.002564928,9.084093716,8.940580692
b3980,TI83333S003825,CDS,elongation factor Tu,promotes GTP-dependent binding of aminoacyl-tRNA to teh A-site of ribosomes during protein biosynthesis; go_component: cytoplasm [goid 0005737]; go_process: protein biosynthesis [goid 0006412]; go_process: response to osmotic stress [goid 0006970],"Escherichia coli K12, complete genome.",NC_000913,4173967-4175151,b3980,17.31181791,17.15521685,17.155773,17.02061703,17.01082106,16.98338733
b3981,TI83333S003826,CDS,translocase,go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,4175381-4175764,b3981,14.25919286,15.00429324,14.8458379,14.32807371,14.16323672,14.08879816
b3982,TI83333S003827,CDS,transcription antitermination protein NusG,Modulates Rho-dependent transcription termination; go_component: cytoplasm [goid 0005737]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,4175766-4176311,b3982,14.0454978,14.73493848,14.64169127,14.11075756,13.88695157,13.77942888
b3983,TI83333S003828,CDS,50S ribosomal protein L11,binds directly to 23S ribosomal RNA; go_component: cytosolic ribosome (sensu Bacteria) [goid 0009281]; go_component: cytoplasm [goid 0005737]; go_function: structural constituent of ribosome [goid 0003735]; go_process: protein biosynthesis [goid 0006412],"Escherichia coli K12, complete genome.",NC_000913,4176470-4176898,b3983,16.48443479,16.72596816,16.71300075,16.28053775,16.35252411,16.31001004
b3984,TI83333S003829,CDS,50S ribosomal protein L1,Binds directly to 23S rRNA and is located proximal to the site where elongation factor Tu is bound to the ribosome; go_component: cytosolic ribosome (sensu Bacteria) [goid 0009281]; go_component: cytoplasm [goid 0005737]; go_function: structural constituent of ribosome [goid 0003735]; go_process: protein biosynthesis [goid 0006412]; go_process: translational attenuation [goid 0009386],"Escherichia coli K12, complete genome.",NC_000913,4176902-4177606,b3984,16.45336271,16.73727053,16.76150772,16.34906984,16.43804514,16.4063514
b3985,TI83333S003830,CDS,50S ribosomal protein L10,binds the two ribosomal protein L7/L12 dimers and anchors them to the large ribosomal subunit; go_component: cytosolic ribosome (sensu Bacteria) [goid 0009281]; go_component: cytoplasm [goid 0005737]; go_function: structural constituent of ribosome [goid 0003735]; go_process: protein biosynthesis [goid 0006412],"Escherichia coli K12, complete genome.",NC_000913,4178019-4178516,b3985,16.90928815,17.14906977,17.13755239,16.74963351,16.76545279,16.68151189
b3986,TI83333S003831,CDS,50S ribosomal protein L7/L12,"present in two forms; L12 is normal, while L7 is aminoacylated at the N-terminal serine; the only multicopy ribosomal protein; 4:1 ratio of L7/L12 per ribosome; two L12 dimers bind L10; critically important for translation efficiency and fidelity; stimulat; go_component: cytosolic ribosome (sensu Bacteria) [goid 0009281]; go_component: cytoplasm [goid 0005737]; go_function: structural constituent of ribosome [goid 0003735]; go_process: protein biosynthesis [goid 0006412]","Escherichia coli K12, complete genome.",NC_000913,4178583-4178948,b3986,17.45683472,17.64332677,17.64050921,16.99576741,17.00599263,16.9065446
b3987,TI83333S003832,CDS,DNA-directed RNA polymerase beta subunit,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates; go_component: cytoplasm [goid 0005737]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,4179268-4183296,b3987,14.76211526,14.55532798,14.92502219,14.44021179,14.57955453,14.59870914
b3988,TI83333S003833,CDS,DNA-directed RNA polymerase beta' subunit,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates; go_component: cytoplasm [goid 0005737]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,4183373-4187596,b3988,15.21941541,15.20131536,15.38902105,15.42645415,15.36663609,15.4923717
b3989,TI83333S003834,CDS,heat shock protein htrC,go_process: response to temperature [goid 0009266],"Escherichia coli K12, complete genome.",NC_000913,4187809-4188348,b3989,9.263227806,9.004659903,9.033248641,9.046236342,8.981558934,8.87131304
b3990,TI83333S003835,CDS,thiamine biosynthesis protein ThiH,"with ThiFSG catalyzes the formation of thiazole phosphate from tyrosine, cysteine and 1-deoxy-D-xylulose-5-phosphat; go_process: thiamin biosynthesis [goid 0009228]","Escherichia coli K12, complete genome.",NC_000913,4188758-4189891,b3990,13.29182248,13.61582854,13.63648812,13.00664087,13.06888127,12.97764071
b3991,TI83333S003836,CDS,thiazole synthase,functions in thiamine (vitamine B1) biosynthesis; in Bacillus subtilis this enzyme catalyzes the formation of thiazole from dehydroxyglycine and 1-deoxy-D-xylulose-5-phosphate and ThiS-thiocarboxylate; go_process: thiamin biosynthesis [goid 0009228],"Escherichia coli K12, complete genome.",NC_000913,4189888-4190658,b3991,13.51257124,13.72357098,13.83864142,13.24471565,13.34246754,13.33842388
b4407,TI83333S003837,CDS,sulfur carrier protein ThiS,"with ThiF, ThiG, and ThiO catalyzes the formation of the thiazole moiety of thiamine pyrophosphate","Escherichia coli K12, complete genome.",NC_000913,4190660-4190860,b4407,14.65315112,14.61882677,14.81084951,14.1846232,14.19367286,14.20694683
b3992,TI83333S003838,CDS,thiamine biosynthesis protein ThiF,catalyzes the adenylation of ThiS which is involved in the formation of 5-methyl-4-(beta-hydroxyethyl)thiazole phosphate; go_process: thiamin biosynthesis [goid 0009228],"Escherichia coli K12, complete genome.",NC_000913,4190844-4191581,b3992,13.92727531,14.05097898,14.25289854,13.47216951,13.53436438,13.47821019
b3993,TI83333S003839,CDS,thiamine-phosphate pyrophosphorylase,catalyzes the formation of thiamine monophosphate from 4-methyl-5-(beta-hydroxyethyl)-thiazole monophosphate and 4-amino-5-hydroxymethyl pyrimidine pyrophosphate; go_process: thiamin biosynthesis [goid 0009228],"Escherichia coli K12, complete genome.",NC_000913,4191592-4192227,b3993,14.0214125,14.20934283,14.34139595,13.4774101,13.57720704,13.61836942
b3994,TI83333S003840,CDS,thiamine biosynthesis protein ThiC,required for the synthesis of the hydromethylpyrimidine moiety of thiamine; go_process: thiamin biosynthesis [goid 0009228],"Escherichia coli K12, complete genome.",NC_000913,4192227-4194122,b3994,14.88015839,14.87570731,15.01125095,14.29563099,14.30739036,14.41413856
b3995,TI83333S003841,CDS,regulator of sigma D,"regulator of sigma D, binds the major sigma subunit of RNA polymerase; go_component: cytoplasm [goid 0005737]; go_process: transcription [goid 0006350]","Escherichia coli K12, complete genome.",NC_000913,4194355-4194831,b3995,12.17177809,12.50869721,12.30692277,11.73739038,11.5344932,11.61659521
b3996,TI83333S003842,CDS,NADH pyrophosphatase,can catalyze hydrolysis of broad range of dinucleotide pyrophosphates but prefers reduced form of NADH; requires divalent metal ions such as magnesium and manganese and produces two mononucleoside 5'-phosphates,"Escherichia coli K12, complete genome.",NC_000913,4194926-4195699,b3996,13.02254308,13.36521739,13.26842669,12.41220919,12.39596289,12.39586584
b3997,TI83333S003843,CDS,uroporphyrinogen decarboxylase,Catalyzes the formation of coproporphyrinogen from uroporphyrinogen III,"Escherichia coli K12, complete genome.",NC_000913,4195739-4196803,b3997,13.1794068,13.43618641,13.3597623,13.02964325,12.92181203,12.86913461
b3998,TI83333S003844,CDS,endonuclease V (deoxyinosine 3'endoduclease),EcoGene suggests alternate start codon; go_process: DNA catabolism [goid 0006308]; go_process: DNA catabolism [goid 0006308],"Escherichia coli K12, complete genome.",NC_000913,4196807-4197484,b3998,11.86914295,12.13909227,12.05516487,11.41961717,11.38503908,11.26214889
b3999,TI83333S003845,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4197527-4198117,b3999,12.69892786,12.86915153,12.81284535,12.47495637,12.56437868,12.4288908
b4000,TI83333S003846,CDS,DNA-binding protein HU-alpha (HU-2),"DNA-binding protein HU-alpha (HU-2), plays a role in DNA replication and in rpo translation; go_component: cytoplasm [goid 0005737]","Escherichia coli K12, complete genome.",NC_000913,4198304-4198576,b4000,16.60079262,16.56221477,16.3859897,16.60385695,16.55462202,16.61868183
b4001,TI83333S003847,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4198589-4199284,b4001,11.90202909,12.27348889,12.16577912,11.79960396,12.02749853,11.96899721
b4002,TI83333S003848,CDS,Zn-binding periplasmic protein,"EcoGene suggests alternate start codon; periplasmic Zn-binding protein, zinc resistance-associated; go_component: periplasmic space [goid 0042597]","Escherichia coli K12, complete genome.",NC_000913,4199286-4199852,b4002,9.862990275,9.635977498,9.709408357,10.066824,10.05911492,10.06321742
b4003,TI83333S003849,CDS,sensor kinase of Zn/Pb responsive two-component regulatory system,"sensory histidine kinase in two-component regulatory system with ZraR, regulates zraP expression, senses Zn; go_component: inner membrane [goid 0019866]; go_process: fermentation [goid 0006113]; go_process: protein modification [goid 0006464]","Escherichia coli K12, complete genome.",NC_000913,4199949-4201346,b4003,10.66049393,10.20070562,10.40565312,10.81939304,10.80876723,11.00602048
b4004,TI83333S003850,CDS,"response regulator in two-component reguatory system with ZraS, regulates zraP expression (EBP family)",response regulator of Zn/Pb responsive two-component regulatory system; go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_process: fermentation [goid 0006113]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,4201343-4202668,b4004,10.28588823,9.90207162,9.740907026,10.33003081,10.19430164,10.39678189
b4005,TI83333S003851,CDS,phosphoribosylamine--glycine ligase,catalyzes the formation of N(1)-(5-phospho-D-ribosyl)glycinamide from 5-phospho-D-ribosylamine and glycine in purine biosynthesis; go_component: cytoplasm [goid 0005737]; go_process: purine nucleotide biosynthesis [goid 0006164],"Escherichia coli K12, complete genome.",NC_000913,4202665-4203954,b4005,14.11881272,14.04232033,14.09410511,14.00161353,13.86759525,13.81571241
b4006,TI83333S003852,CDS,bifunctionalphosphoribosylaminoimidazolecarboxa mide formyltransferase/IMP cyclohydrolase,"involved in de novo purine biosynthesis; go_component: cytoplasm [goid 0005737]; go_process: purine nucleotide biosynthesis [goid 0006164]; go_process: nucleobase, nucleoside and nucleotide interconversion [goid 0015949]","Escherichia coli K12, complete genome.",NC_000913,4203966-4205555,b4006,13.83176343,14.50305144,14.40919837,13.16798587,13.3834578,13.01234326
b4011,TI83333S003853,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4211257-4211640,b4011,9.577806119,9.980750716,10.0334241,9.50226739,9.317834338,9.361806638
